state_id,players,nodes,feasible_assignments,pure_nash_equilibria,optimal_welfare,worst_nash_welfare,best_nash_welfare,exact_poa,relative_welfare_gap,ready_order_welfare,ready_order_is_pure_nash,ready_order_termination,ready_order_inner_stable,ready_order_inner_limit_hit,ready_order_oscillated,ready_order_inner_rounds,ready_order_assignment_moves,reference_welfare,reference_absolute_shortfall,reference_normalized_shortfall,reference_exact_hit,reference_runtime_ns,exact_enumeration_runtime_ns,potential_strict_improvements,potential_max_identity_residual
p04-s026,4,3,81,3,65.17575764569773,64.98087110625976,65.13885476324376,1.0029991370709588,0.0029901691438310157,64.98087110625976,True,stable,True,False,False,1,0,65.17575764569773,0.0,0.0,True,1076400,2799500,324,2.3522850334245504e-15
p04-s027,4,3,81,4,64.73201880908509,64.26196717082419,64.37423240168478,1.0073146163890592,0.007261501292694532,64.26196717082419,True,stable,True,False,False,1,0,64.73201880908509,0.0,0.0,True,1091800,2785000,324,1.4432899320127035e-15
p04-s028,4,3,81,4,75.3178587313109,75.31638603377696,75.3178587313109,1.0000195534811414,1.9553098810139016e-05,75.31638603377696,True,stable,True,False,False,1,0,75.3178587313109,0.0,0.0,True,963000,2817700,324,2.3314683517128287e-15
p04-s029,4,3,81,1,74.56728887931388,74.40746020777692,74.40746020777692,1.002148019447118,0.0021434153492644378,74.40746020777692,True,stable,True,False,False,1,0,74.56728887931388,0.0,0.0,True,1099600,2851500,324,1.887379141862766e-15
p04-s030,4,3,81,12,62.00111290732436,61.7623281437209,61.826155440070835,1.0038661878653248,0.0038512980236400534,61.79147075970779,True,stable,True,False,False,1,0,62.00111290732436,0.0,0.0,True,1043000,2820500,324,9.992007221626409e-16
p04-s031,4,3,81,4,68.19445355666875,67.81288666052492,67.93524594585662,1.005626760855263,0.005595277566477545,67.81288666052492,True,stable,True,False,False,1,0,68.19445355666875,0.0,0.0,True,1089700,2815400,324,2.220446049250313e-15
p04-s032,4,3,81,4,68.45903159970122,68.13606834728617,68.42211062071407,1.0047399748803956,0.004717613510858658,68.13606834728617,True,stable,True,False,False,1,0,68.45903159970122,0.0,0.0,True,1126700,2946100,324,2.6645352591003757e-15
p04-s033,4,3,81,2,71.67933525684799,71.40545165146115,71.40545165146115,1.0038356119743308,0.0038209562687131176,71.40545165146115,True,stable,True,False,False,1,0,71.679335256848,0.0,0.0,True,1016300,2896800,324,2.3314683517128287e-15
p04-s034,4,3,81,3,60.638710150279366,60.457368789918625,60.638710150279366,1.0029994914431501,0.0029905213998009926,60.457368789918625,True,stable,True,False,False,1,0,60.638710150279366,0.0,0.0,True,1071800,2886800,324,2.6645352591003757e-15
p04-s035,4,3,81,5,68.71209291724625,68.52907202553122,68.71209291724625,1.0026707043639354,0.002663590700627525,68.52907202553124,True,stable,True,False,False,1,0,68.71209291724625,0.0,0.0,True,1139100,2838300,324,2.6645352591003757e-15
p04-s036,4,3,81,1,76.4281140949937,76.1200454820688,76.1200454820688,1.004047141734794,0.004030828400946745,76.1200454820688,True,stable,True,False,False,1,0,76.4281140949937,0.0,0.0,True,1025900,2889100,324,2.9976021664879227e-15
p04-s037,4,3,81,1,74.33576888233505,73.9548773069007,73.9548773069007,1.0051503239448794,0.005123934024779576,73.9548773069007,True,stable,True,False,False,1,0,74.33576888233505,0.0,0.0,True,1052700,2895600,324,2.275957200481571e-15
p04-s038,4,3,81,3,71.95988314014618,71.94041531096741,71.95988314014618,1.0002706104641546,0.000270537253942597,71.94041531096741,True,stable,True,False,False,2,1,71.95988314014618,0.0,0.0,True,1125400,2849100,324,2.4424906541753444e-15
p04-s039,4,3,81,6,64.89275584502452,64.86883464254977,64.89275584502452,1.0003687626362732,0.0003686267005192559,64.86883464254979,True,stable,True,False,False,1,0,64.89275584502452,0.0,0.0,True,1028900,2769200,324,2.220446049250313e-15
p04-s040,4,3,81,6,64.08181281858771,63.92830886263486,64.08181281858771,1.0024011890613702,0.0023954371638550812,63.92830886263486,True,stable,True,False,False,2,1,64.08181281858771,0.0,0.0,True,1072400,2924500,324,2.2620794126737565e-15
p04-s041,4,3,81,6,74.01573619784826,73.90586614624397,74.01573619784826,1.0014866215272666,0.0014844147643225593,73.90586614624397,True,stable,True,False,False,1,0,74.01573619784826,0.0,0.0,True,963700,2886400,324,2.886579864025407e-15
p04-s042,4,3,81,12,65.18587540732395,64.95733383698368,65.18587540732395,1.0035183336020812,0.0035059983303467514,65.08232127986564,True,stable,True,False,False,1,0,65.18587540732395,0.0,0.0,True,949900,2853500,324,2.2343238370581275e-15
p04-s043,4,3,81,1,72.21031140770295,72.21031140770295,72.21031140770295,1.0,0.0,72.21031140770295,True,stable,True,False,False,1,0,72.21031140770295,0.0,0.0,True,814300,2794100,324,1.9984014443252818e-15
